restaurant_id,name,phone_number,country,state,city,address_line1,address_line2,latitude,longitude,home_page,description,special_rule,morning_available,daytime_available,has_set,senbero_description,has_chinchiro,chinchiro_description,outside_available,outside_description,is_standing,standing_description,is_kakuuchi,is_cash_on,has_charge,charge_description,has_tv,smoking_allowed,has_happy_hour,day_of_week,open_time,close_time,drink_last_order_time,food_last_order_time
29,福しん 上野駅前店,,日本,東京都,台東区,上野,6-9-11 三真ビル,35.71036412,139.7750744,,,,,,,,,,,,,,,,,,,,,4,10:00,22:00,,
29,福しん 上野駅前店,,日本,東京都,台東区,上野,6-9-11 三真ビル,35.71036412,139.7750744,,,,,,,,,,,,,,,,,,,,,5,10:00,22:00,,
29,福しん 上野駅前店,,日本,東京都,台東区,上野,6-9-11 三真ビル,35.71036412,139.7750744,,,,,,,,,,,,,,,,,,,,,6,8:00,22:00,,
30,回転寿司 江戸ッ子 上野駅前店,,日本,東京都,台東区,上野,6-12-12,35.71142235,139.7753435,,,,,,,,,,,,,,,,,,,,,0,11:00,22:00,,
30,回転寿司 江戸ッ子 上野駅前店,,日本,東京都,台東区,上野,6-12-12,35.71142235,139.7753435,,,,,,,,,,,,,,,,,,,,,1,11:00,23:00,,
30,回転寿司 江戸ッ子 上野駅前店,,日本,東京都,台東区,上野,6-12-12,35.71142235,139.7753435,,,,,,,,,,,,,,,,,,,,,2,11:00,23:00,,
30,回転寿司 江戸ッ子 上野駅前店,,日本,東京都,台東区,上野,6-12-12,35.71142235,139.7753435,,,,,,,,,,,,,,,,,,,,,3,11:00,23:00,,
30,回転寿司 江戸ッ子 上野駅前店,,日本,東京都,台東区,上野,6-12-12,35.71142235,139.7753435,,,,,,,,,,,,,,,,,,,,,4,11:00,23:00,,
30,回転寿司 江戸ッ子 上野駅前店,,日本,東京都,台東区,上野,6-12-12,35.71142235,139.7753435,,,,,,,,,,,,,,,,,,,,,5,11:00,23:00,,
30,回転寿司 江戸ッ子 上野駅前店,,日本,東京都,台東区,上野,6-12-12,35.71142235,139.7753435,,,,,,,,,,,,,,,,,,,,,6,11:00,22:30,,
31,味の笛 本店,,日本,東京都,台東区,上野,5-27-5 1F・2F,35.70729964,139.7746325,,,,,,,,,,,,,,,,,,,,,0,14:00,21:45,,
31,味の笛 本店,,日本,東京都,台東区,上野,5-27-5 1F・2F,35.70729964,139.7746325,,,,,,,,,,,,,,,,,,,,,1,15:00,21:45,,
31,味の笛 本店,,日本,東京都,台東区,上野,5-27-5 1F・2F,35.70729964,139.7746325,,,,,,,,,,,,,,,,,,,,,2,15:00,21:45,,
31,味の笛 本店,,日本,東京都,台東区,上野,5-27-5 1F・2F,35.70729964,139.7746325,,,,,,,,,,,,,,,,,,,,,3,15:00,21:45,,
31,味の笛 本店,,日本,東京都,台東区,上野,5-27-5 1F・2F,35.70729964,139.7746325,,,,,,,,,,,,,,,,,,,,,4,15:00,21:45,,
31,味の笛 本店,,日本,東京都,台東区,上野,5-27-5 1F・2F,35.70729964,139.7746325,,,,,,,,,,,,,,,,,,,,,5,15:00,21:45,,
31,味の笛 本店,,日本,東京都,台東区,上野,5-27-5 1F・2F,35.70729964,139.7746325,,,,,,,,,,,,,,,,,,,,,6,14:00,21:45,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,0,0:00,4:00,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,0,11:00,23:59,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,1,0:00,4:00,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,1,11:00,23:59,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,2,0:00,4:00,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,2,11:00,23:59,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,3,0:00,4:00,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,3,11:00,23:59,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,4,0:00,4:00,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,4,11:00,23:59,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,5,0:00,4:00,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,5,11:00,23:59,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,6,0:00,4:00,,
32,すばる 三ノ輪駅前店,,日本,東京都,台東区,三ノ輪,1-21-1,35.72864487,139.7910439,,,,,,,,,,,,,,,,,,,,,6,11:00,23:59,,
